domain,VT_scan,isNXDomain,perNumChars,VtoC,lenDomain,SymToChar,TLD,class
0aaaec540173faf8.net,1,0,40,120,20,9,net,1
2d4fa763677f70ff.cn,1,0,53,14,19,12,cn,1
51907ee89631be63.net,1,0,60,133,20,14,net,1
2f8a38edf13d522f.cn,1,0,47,29,19,11,cn,1
8414dac3a4bb672a.net,1,0,45,67,20,10,net,1
0bc31989c74cf805.cn,1,0,58,0,19,14,cn,1
7fee6a4f7c9219d8.net,1,0,45,67,20,10,net,1
5da4955298199798.cn,1,0,74,33,19,25,cn,1
1261043ccb69ca1c.net,1,0,50,29,20,11,net,1
7ff69ea4e4e6e8da.cn,1,0,37,120,19,9,cn,1
0bc5eab3b47f455b.net,1,0,40,38,20,9,net,1
97d41860e78abafc.cn,1,0,47,50,19,11,cn,1
d2b12a2026841792.net,1,0,65,50,20,17,net,1
1352df10061bf487.cn,1,0,63,0,19,17,cn,1
44cb2713693dedc7.net,1,0,50,29,20,11,net,1
a833b607f96ae621.cn,1,0,58,75,19,14,cn,1
77259ea8ea933db4.net,1,0,50,125,20,11,net,1
11f3a7b8a3d1043f.cn,1,0,53,33,19,12,cn,1
335c463c4f34be61.net,1,0,55,33,20,12,net,1
1f50a2e7812ac398.cn,1,0,58,75,19,14,cn,1
2ba6572ae4c3b3e4.net,1,0,45,100,20,10,net,1
4d2224e99409d98e.cn,1,0,63,50,19,17,cn,1
